Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
2010,Dhanauti,India,26.081575,84.329847,Facility-Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,The campaign vehicle of Rajendra Singh,Incendiary,Gasoline or Alcohol,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, an Independent candidate from Guruwa Assembly constituency was targeted.","11/11/2010: On Thursday, between the Vishunpur and Dhanauti villages in Gaya, Bihar, India, in one of two related attacks, around 10 unidentified militants using kerosene set fire to the campaign vehicle of Rajendra Singh, an Independent candidate from Guruwa Assembly constituency. Reportedly, the militants asked the six supporters of Sing to get out of the vehicle before setting it on fire. The attack caused an unreported amount of property damage. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Giridih district,India,24.179793,86.306772,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Militants severed the head and legs of a man who was given a death sentence by a kangaroo court.,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was branded as a supporter of the reactionary forces at a jan adalat staged by the guerrillas on 11/10/2010.,"11/11/2010: On Thursday, in Beluaghati, Giridih, Jharkhand, India, Communist Party of India-Maoist (CPI-M) militants severed the head and legs of a man who was given a death sentence in a kangaroo court. A poster left at the incident site stated that the man was killed after being branded as a supporter of the reactionary forces at a jan adalat staged by the guerrillas on 11/10/2010.",,,,
2010,Imphal,India,24.817011,93.936844,Hostage Taking (Kidnapping),Educational Institution,Other Personnel,"A university engineering official, Thongam Dolan,",Firearms,Handgun,People's Revolutionary Party of Kangleipak (PREPAK),"The specific motive for the attack is unknown; however, a ransom demand was made for the hostageﾒs release.","11/11/2010: On Thursday morning, in Imphal, Manipur, India, militants armed with a nine millimeter pistol kidnapped a university engineering official, Thongam Dolan. The militants demanded a ransom of RS 72 lakh (1,671 USD). On 11/16/2010, the Imphal West District police rescued Dolan from the foot of the Arabati Mountain in the Imphal East District and arrested two militants of the Peopleﾒs Revolutionary Party of Kangleipak (PREPAK). No casualties were reported and no group claimed responsibility.",,,,
2010,Saliya,India,24.795728,84.999721,Bombing or Explosion,Police,Police Security Forces/Officers,Border Security Force personnel,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/12/2010: On Friday, at Saliya village in Gaya, Bihar, India, a landmine blast was triggered as personnel of the Border Security Force (BSF) were driving by. No casualties or damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Aglar,India,33.750993,74.851444,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,A ruling National Conference worker was shot dead with a pistol.,Firearms,Handgun,Unknown,The specific motive for the attack is unknown.,"11/12/2010: On Friday afternoon, outside Jamia Masjid in Aglar village in Shopian, Jammu and Kashmir, India, unidentified gunmen shot and killed a ruling National Conference (NC) worker with a pistol. The victim was identified as Ghulam Mohammad Rather aka Kanna. Reportedly he was on his way to afternoon prayers when he was shot in the head and chest. No group claimed responsibility for the attack.",,,,
2010,Bokaro district,India,23.669296,86.151112,Bombing or Explosion,Police,Police Security Forces/Officers,Central Reserve Police Force (CRPF) personnel,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/12/2010: On Friday afternoon, in Jhumra hills in Bokaro, Jharkhand, India, unidentified militants triggered a landmine blast, injuring three Central Reserve Police Force (CRPF) personnel and causing an unreported amount of property damage. No group claimed responsibility, but it was suspected that cadres of the Communist Party of India-Maoist (CPI-M) were responsible.",,,,
2010,Karma Lahan,India,24.749905,84.370896,Bombing or Explosion,Transportation,Bridge/Car Tunnel,A bridge was targeted in the attack.,Explosives/Bombs/Dynamite,Dynamite/TNT,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/14/2010: On Sunday night, near Karma Lahan village in Aurangabad, Bihar, India, unidentified militants triggered a dynamite blast, blowing up a bridge, causing an unreported amount of property damage and no casualties. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Boulia,India,25.068355,84.013843,Bombing or Explosion,Transportation,Bridge/Car Tunnel,A bridge was targeted in the attack.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, the blast took place under the Chenari constituency which is going to polls in the sixth and final phase of Assembly elections on 11/20/2010 and it is possible that the attack was carried out to create panic in order to enforce a poll boycott called by the Maoists.","11/14/2010: On Sunday morning, in Boulia, Rohtas, Bihar, India, over 75 suspected Communist Party of India-Maoists (CPI-M) triggered a landmine blast, blowing up a culvert and killing one person believed to be a CPI-M cadre. The specific motive for the attack is unknown; however, the blast took place under the Chenari constituency which is going to polls in the sixth and final phase of Assembly elections on 11/20/2010 and it is possible that the attack was carried out to create panic in order to enforce a poll boycott called by the Maoists. No group claimed responsibility, but it was suspected that Maoists were responsible.",,,,
2010,Malkangiri district,India,18.364195,81.892418,Armed Assault,Government (General),"Government Personnel (excluding police, military)","A class IV government employee, identified as Dama Madkami,",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"11/15/2010: On Monday, in MV-105 village in Malkangiri, Odisha, India, 25 armed Communist Party of India-Maoist (CPI-M) cadres slit the throat of a class IV government employee, identified as Dama Madkami. A Maoist poster recovered from the incident site claimed that the victim was a suspected police informer.",,,,
2010,Lalgarh,India,22.586023,87.051109,Unarmed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,A civilian selling wine was targeted in the attack.,Melee,Blunt Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of abusing the villagers after drinking liquor and selling liquor in the locality.,"11/15/2010: On Monday, in Lalgarh, West Bengal, India, unidentified militants assaulted a wine-seller by pouring liquor on his head and then beating him with sticks. Reportedly, residents alleged that the victim abused villagers after drinking liquor and sold it in the locality. No group claimed responsibility, but it was suspected that cadres of the Communist Party of India-Maoist (CPI-M) were responsible.",,,,
2010,Kakiriguma,India,18.924224,83.010623,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police station was targeted in the attack.,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/16/2010: On Tuesday around 0000 midnight, in the Kakiriguma area of Koraput, Orrisa, India, 30 unidentified militants blew up a police station, causing damage to a jeep on the premises. There was only one official manning the police station when it was attacked and he escaped unharmed. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Nongalbibra,India,25.456872,90.703405,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,"Nazrul Islam, a coal-miner,",Firearms,Unknown Gun Type,Garo National Liberation Army,"The specific motive for the attack is unknown; however, police suspect the attack was carried out to cause fear and extort money.","11/17/2010: On Wednesday night at 0430, in the Nongalbibra coal mining belt in South Garo Hills, Meghalaya, India, unidentified militants shot and killed a coal miner, identified as Nazrul Islam. No group claimed responsibility, but it was suspected that Garo National Liberation Army (GNLA) militants were responsible. Police suspect the attack was carried out to cause fear and extort money.",,,,
2010,Nongalbibra,India,25.456872,90.703405,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,"Kuki Boro, a coal miner,",Firearms,Unknown Gun Type,Garo National Liberation Army,"The specific motive for the attack is unknown; however, police suspect the attack was carried out to cause fear and extort money.","11/17/2010: On Wednesday night at 0430, in the Nongalbibra coal mining belt in South Garo Hills, Meghalaya, India, unidentified militants attacked and killed a coal miner, identified as Kuki Boro. No group claimed responsibility, but it was suspected that Garo National Liberation Army (GNLA) militants were responsible. Police suspect the attack was carried out to cause fear and extort money.",,,,
2010,Unknown,India,25.467031,91.366216,Bombing or Explosion,Utilities,Oil,A petrol pump was targeted in the attack.,Explosives/Bombs/Dynamite,Grenade,Garo National Liberation Army,The specific motive for the attack is unknown.,"11/17/2010: On Wednesday, at Pathargittim area in an unspecified city of Meghalaya, India, unidentified militants hurled two grenades at a petrol pump. One failed to explode, but the other grenade detonated, damaging the petrol pump. No casualties were reported and no group claimed responsibility, but it was suspected that Garo National Liberation Army (GNLA) militants were responsible.",,,,
2010,Bariatu,India,23.400458,85.355511,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,A civilian and suspected police informer was targeted in the attack.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"11/18/2010: On Thursday evening at 1930, in Baruhatu village in Bundu, Ranchi, Jharkhand, India, unidentified militants on motorcycles shot and killed four civilians, identified as Pradip Munda, his eight-year old daughter, and two friends, Sanjay Mahto and Soram Munda. The militants suspected Munda of being a police informer. No group claimed responsibility for the attack, but it was suspected that Communist Party of India-Maoists (CPI-M) commanded by Kundan Pahan were responsible.",,,,
2010,Bhimpur,India,23.429957,88.63143,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,An office of the Communist Party of India-Marxist,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/19/2010: On Friday, in the Bhimpur area in Salboni, Midnapore, West Bengal, India, unidentified militants triggered a landmine blast targeting an office of the Communist Party of India-Marxist (CPM), causing an unreported amount of property damage. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Dhanghori,India,22.521813,86.988683,Bombing or Explosion,Government (General),Government Building/Facility/Office,The Dhanghori village local government office,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out in retaliation for the 'atrocities' by the ruling Communist Party of India-Marxist (CPI-M) cadres on villagers at Chunapara area on 11/04/2010 and to protest the killing of two People's Committee against Police Atrocities (PCPA) activists.,"11/19/2010: On Friday, in the Sankrail area of West Midnapore, West Bengal, India, 20 Communist Party of India-Maoists (CPI-M) militants attacked and triggered two explosions targeting the Dhanghori village local government office, destroying furniture and computers, and burning files. No casualties were reported and the Communist Party of India (Maoist) claimed responsibility. Posters left at the incident site claimed the attack was carried out in retaliation for the 'atrocities' by the ruling Communist Party of India-Marxist (CPI-M) cadres on villagers at Chunapara area on 11/04/2010 and to protest the killing of two People's Committee against Police Atrocities (PCPA) activists.",,,,
2010,Londa,India,24.440216,84.460948,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/20/2010: On Saturday, near Londa village in Gaya, Bihar, India, a landmine improvised explosive device detonated as a Bihar Military Police (BMP) bomb disposal squad attempted to defuse it. Two police officers were killed and nine others, including three journalists, were injured. No group claimed responsibility, but it was suspected that Communist Party of India (Maoist) militants were responsible. Six CPI-M cadres connected with the attack, identified as Paras Yadav, Dashrath Yadav, Bhola Yadav, Mahesh Yadav, Kedar Yadav and Kailash Yadav, were arrested by police on 12/08/2010.",,,,
2010,Pulwama,India,33.871517,74.89955,Armed Assault,Private Citizens & Property,Named Civilian,"A former militant, Showkat Ahmad Rather,",Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"11/20/2010: On Saturday night, at Grawfund Litter in Pulwama, Jammu and Kashmir, India, unidentified militants shot and killed a former militant, identified as Showkat Ahmad Rather. No group claimed responsibility for the attack.",,,,
2010,Rashidpur,India,22.731895,88.006342,Hostage Taking (Kidnapping),Private Citizens & Property,Political Party Member/Rally,"Ganesh Ahir, a Communist Party of India-Marxist (CPM) activist,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/20/2010: On Saturday night, in the Rashidpur area of Midnapore, West Bengal, India, unidentified militants kidnapped an activist of the Communist Party of India-Marxist (CPM), identified as Ganesh Ahir. The hostage was beheaded later that day. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Bhairamgarh,India,19.006389,81.059167,Armed Assault,Terrorists/Non-State Militia,Non-State Militia,"Nandu Karma, a key leader of the Salwa Judum (an anti-Maoist vigilante group),",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, the victim was a key leader in a movement against the militants.","11/21/2010: On Sunday, in a forested area of Bhairamgarh locality in Bijapur, Chhattisgarh, India, unidentified militants shot and killed Nandu Karma, a key leader of the Salwa Judum (an anti-Maoist vigilante group). No group claimed responsibility, but it was suspected that cadres of the Communist Party of India-Maoist (CPI-M) were responsible.",,,,
2010,Murakati,India,22.35435,86.906606,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Two supporters of the ruling Communist Party of India-Marxist,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/21/2010: On Sunday night, in Murakati village in Jhargram, West Midnapore, West Bengal, India, unidentified militants shot and killed two supporters of the ruling Communists Party of India-Marxist (CPM). The victims were identified as Sushil Mahato and Paresh Rana. No group claimed responsibility, but it was suspected that cadres of the Communist Party of India-Maoist (CPI-M) were responsible.",,,,
2010,West Midnapore district,India,22.404193,87.379866,Hostage Taking (Kidnapping),Private Citizens & Property,Political Party Member/Rally,"Two supporters of the  ruling Communist Party of India-Marxist (CPM), identified as Rahim Patar and Pashupati Singh,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/21/2010: On Sunday, in the Ovkharikasuli area of West Midnapore, West Bengal, India, unidentified militants kidnapped two supporters of the ruling Communist Party of India-Marxist (CPM), identified as Rahim Patar and Pashupati Singh. Both hostages were shot and killed later that day. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Baramulla district,India,34.201086,74.349108,Bombing or Explosion,Transportation,Bus (excluding tourists),A public bus,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"11/22/2010: On Monday, in Baramulla, Jammu and Kashmir, India, unidentified militants planted an improvised explosive device (IED) in a public bus. Reportedly, security forces found the device contained in a plastic can during a routine checking of the vehicles. The bus driver and conductor were immediately taken into custody. The IED was safely defused, causing no casualties or damages. No group claimed responsibility for the attack.",,,,
2010,Bijapur,India,18.791667,80.816667,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A police vehicle,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/23/2010: On Tuesday, near the Murtanda village in Bijapur, Chhattisgarh, India, unidentified militants detonated a landmine improvised explosive device targeting a police vehicle. Two police officers were killed in the blast and the vehicle was damaged. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Tonder,India,19.20001,80.338021,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,A civilian man who was a suspected police informer,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"11/23/2010: On Tuesday, in Tonder village in Gadchiroli, Maharashtra, India, unidentified militants beheaded a civilian, identified as Bajirao Chandriya Soyam, suspecting him to be a police informer. No group claimed responsibility, but it was suspected that cadres of the Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Gatta,India,20.024392,80.338021,Bombing or Explosion,Unknown,0,The target of the attack is unknown.,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, unconfirmed reports indicated that the attack was aimed at targeting patrolling police and military forces in the area.","11/23/2010: On Tuesday evening, in the Eragatta area in Gadchiroli, Maharashtra, India, an improvised explosive device prematurely detonated during its installation on the roadside, killing one militant and injuring two others. No damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible. Unconfirmed reports indicated that the attack was aimed at targeting patrolling police and military forces in the area.",,,,
2010,Choppalanka,India,17.68659,83.21824,Bombing or Explosion,Unknown,0,It is unclear whether or not civilians were targeted or whether police were the intended target.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, the civilians were traveling in a 407 van which is typically associated with police vans, and it is possible that the militants triggered the landmine targeting what they thought was a police vehicle.","11/23/2010: On Tuesday night, near Choppalanka village between Rallegedda and Balapam in Chintapalli, Vishakhapatnam, Andhra Pradesh, India, unidentified militants triggered a landmine as a van drove by, killing three civilians identified as Naharaju, Aasi, and Nookaraju. The specific motive for the attack is unknown; however, the civilians were traveling in a 407 van which is typically associated with police vans, and it is possible that the militants triggered the landmine targeting what they thought was a police vehicle. The attack caused an unknown amount of property damage to the van and a 10-foot crater in the ground. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible. Reportedly, the Maoists had planned to blow up the Annavaram police station to send a warning signal to the cops combing the heavily Maoist-infested area.",,,,
2010,Chandel district,India,24.33168,94.000705,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"A village chief, identified as Ngamkholet Baite,",Firearms,Unknown Gun Type,United Kuki Liberation Front (UKLF) - India,The attack was carried out because the victim was accused of being connected to the rival Kuki National Liberation Front (KNLF) faction.,"11/24/2010: On Wednesday afternoon around 1630, at Chahmol hills in Chandel, Manipur, India, two militants shot and killed a village chief, identified as Ngamkholet Baite. The United Kuki Liberation Front (UKLF) militants claimed responsibility for the attack, saying that Baite was targeted for suspected links to the Kuki National Liberation Front (KNLF). Police officials, however, suspect that the motive behind the attack may have been a result of tribal enmity.",,,,
2010,Surar,India,24.749905,84.370896,Facility-Infrastructure Attack,Business,Construction,Construction equipment was targeted in the attack.,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/25/2010: On Thursday night, at Surar village in Nabinagar, Aurangabad, India, over 50 unidentified armed militants raided a construction site for a proposed 2000 MW power plant and set fire to several of the equipment including four dumpers, three hydra cranes and a mixer machine. Reportedly the militants also briefly held hostage some of the workers present at the site and assaulted them. No casualties were reported and the attack caused an unreported amount of property damage to the equipment. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,East Champaran district,India,26.525754,84.91023,Armed Assault,Business,0,"Two employees of Narayanpur Princely Estate, identified as Ranjit Sah and Arun Sah,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/25/2010: On Thursday, in East Champaran, Bihar, India, four armed militants shot and killed two employees of Narayanpur Princely Estate, identified as Ranjit Sah and Arun Sah, while they were working in a field. A note left at the incident by Communist Party of India-Maoist (CPI-M) militants was recovered by police claiming responsibility for the attack.",,,,
2010,Imphal,India,24.771121,93.93557,Bombing or Explosion,Business,Gas/Oil,A gas company office,Explosives/Bombs/Dynamite,Grenade,Unknown,The specific motive for the attack is unknown.,"11/25/2010: On Thursday, in the Kakwa area in Imphal West, Manipur, India, a Chinese hand grenade was found hanging in front of the offices of the MS Manipur Gas company. Police defused the grenade before it detonated, causing no casualties or damages. No group claimed responsibility for the attack.",,,,
2010,Sukma,India,18.39186,81.657827,Facility-Infrastructure Attack,Business,0,A truck loaded with coconuts,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/26/2010: On Friday, on a national highway near Sukma in Dantewada, Chhattisgarh, India, about 30 unidentified militants set fire to a truck loaded with coconuts on its way to Korea, causing an unreported amount of property damage. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Imphal,India,24.819925,93.924933,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)","The official quarter of Block Development Officer, Keisam Rajendra,",Explosives/Bombs/Dynamite,Grenade,Unknown,"The specific motive for the attack is unknown; however, police suspect that the attack was carried out due to non-fulfillment of monetary demands.","11/26/2010: On Friday evening around 2030, at Lamphel Sana Keithel in Imphal East, Manipur, India, unidentified militants hurled a bomb at the official quarter of Block Development Officer (BDO), Keisam Rajendra. However, the bomb failed to explode, causing no casualties or damages. The specific motive for the attack is unknown; however, police suspect that the attack was carried out due to non-fulfillment of monetary demands. No group claimed responsibility for the attack.",,,,
2010,Brahmangaon,India,21.814946,84.959777,Bombing or Explosion,Business,Medical/Pharmaceutical,An ambulance was targeted in the attack.,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/27/2010: On Saturday night, in the Dukulpadu area in Brahmanigaon, Kandhamal, Orissa, India, unidentified militants detonated an improvised explosive device targeting an ambulance. Five civilians, including two women and a three year old child, were killed in the blast. No damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,,,
2010,Khura,India,23.867959,84.109206,Bombing or Explosion,Government (General),Government Building/Facility/Office,A village council building was targeted in the attack.,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was believed to be in objection to the elections that were being held at the time.,"11/28/2010: On Sunday night at 2300 and 0000, in the Khura area of Latehar, Jharkhand, India, militants detonated two different improvised explosive devices at a village council building. The blasts were believed to be in objection to the elections that were being held at the time. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,,,
2010,Jarawandi,India,19.995642,80.441129,Armed Assault,Police,Police Security Forces/Officers,A police officer was targeted in the attack.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/28/2010: On Sunday, in the Jarawandi area of Gadchiroli, Maharashtra, India, unidentified militants shot and killed a police officer and a civilian. The attackers used an unknown type of pistol in the attack. The constable and the civilian were identified as Chanu Fakira Peala of the city police, and Vilas Kombre. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,,,
2010,Jhargam,India,22.45109,86.995289,Facility-Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,"The private residence of a local Communist Party of India-Marxist (CPM) leader, Harish Mahato,",Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"11/30/2010: On Tuesday, in the Jhargram area of West Midnapore, West Bengal, India, unidentified militants attacked and set ablaze the private residence of a local Communist Party of India-Marxist (CPM) leader, causing an unreported amount of property damage. Reportedly, a group of assailants ordered the family of Harish Mahato to leave the house. Then the militants took away everything and then set the house on fire. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Keithelmanbi,India,25.099588,93.945765,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",The Manipur Principal Chief Conservator of Forest (PCCF) was targeted in the attack.,Unknown,0,United Kuki Liberation Front (UKLF) - India,The specific motive for the attack is unknown.,"11/30/2010: On Tuesday evening around 2030, in the Keithelmanbi area of Senapati, Manipur, India, unidentified militants abducted the Manipur Principal Chief Conservator of Forest (PCCF), identified as S Singsit. Reportedly, Singsit was taken from his mother-in-lawﾒs house along with his brother-in-law in a Maruti car. The brother-in-law was released shortly thereafter, and Singsit was transferred to a motorcycle. The PCCF was injured in an accident and was rescued and taken to the hospital. No group claimed responsibility, but it was suspected that United Kuki Liberation Front (UKLF) militants were responsible.",,,,
2010,Laxmipuram,India,18.262023,79.686485,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,"A member of the local Telugu Desam Party (TDP), Mandal Secretary Majid,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/01/2010: On Wednesday night, in Laxmipuram village in Eturunagaram, Warangal, Andhra Pradesh, India, unidentified militants kidnapped local Telugu Desam Party (TDP) Mandal Secretary Majid. The body of Majid, who had been shot and killed, was recovered by police from a nearby forest on the morning of 12/02/2010. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Dudhapani,India,23.961479,87.229486,Armed Assault,Private Citizens & Property,Farmer,"A farmer and suspected police informer, Pradeep Singh,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, it was suspected that the attack was carried out because the militants believed Sing to be a police informer.","12/01/2010: On Wednesday, in the Doodhapani area of Jamtara, Jharkhand, India, unidentified militants shot and killed a farmer identified as Pradeep Singh, then beheaded him. The specific motive for the attack is unknown; however, it was suspected that the attack was carried out because the militants believed Sing to be a police informer. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Kumari,India,22.97566,86.625366,Armed Assault,Private Citizens & Property,Political Party Member/Rally,"A supporter of the Communist Party of India-Marxist (CPM), Bikash Mondol,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/01/2010: On Wednesday evening, in the Kumardi area of Balarampotre, Purulia, West Bengal, India, four unidentified militants shot and killed a supporter of the Communist Party of India-Marxist (CPM), Bikash Mondol. According to police, the militants fled to Jharkhand on Mondolﾒs motorcycle. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Tupakulagudem,India,18.45767,79.941488,Facility-Infrastructure Attack,Transportation,Bus (excluding tourists),An Andhra Pradesh State Road Transport Corporation (APARTC) bus,Incendiary,Gasoline or Alcohol,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/02/2010: On Thursday night, in Tupakulagudem village in Eturnagaram, Warangal, Andhra Pradesh, India, a group of five unidentified militants broke the diesel tank of an Andhra Pradesh State Road Transport Corporation (APARTC) bus and poured the fuel on the vehicle, setting in on fire. The attack caused an unknown amount of property damage to the vehicle. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Karimnagar,India,18.435465,79.129664,Armed Assault,Private Citizens & Property,Political Party Member/Rally,"A former activist of the Communist Party of India-Marxist Leninist (CPM-L), Kommu Satyam,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"12/02/2010: On Thursday night, in one of two linked attacks, in the Palmela area of Karimnagar, Andhra Pradesh, India, a group of 20 unidentified militants shot and killed a former activist of the Communist Party of India- Marxist Leninist (CPM-L), identified as Kommu Satyam. According to police, the militants arrived at Satyamﾒs residence and shot him suspecting him to be a police informer. The militants later barged into the home of another former activist, D. Tirupathi, and kidnapped him, also branding him as a police informer. The status of Tirupathi is unknown. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
2010,Karimnagar,India,18.435465,79.129664,Hostage Taking (Kidnapping),Private Citizens & Property,Political Party Member/Rally,"A Communist Party of India- Marxist Leninist activist (CPM-L) and suspected police informer, identified as D Tirupathi,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"12/02/2010: On Thursday night, in one of two linked attacks, in the Palmela area of Karimnagar, Andhra Pradesh, India, a group of 20 unidentified militants kidnapped a Communist Party of India- Marxist Leninist activist (CPM-L), identified as D Tirupathi. Tirupathi was branded as a police informer and his status is unknown. No casualties or damages were reported in the attack. The militants had earlier gone to the house of another former CPM-L supporter, Kommu Satyam, and shot and killed him, also branding him as a police informer. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,,,
