Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,
2010,Malkangiri district,India,18.364195,81.892418,Bombing or Explosion,Government (General),Government Building/Facility/Office,Local government buildings,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, is suspected that the infrastructure was targeted because the revels believed it could serve as temporary camps for security personnel.","05/30/2010: On Sunday night around 2300, approximately 50 Communist Party of India-Maoist (CPI-Maoist) cadres blew up buildings of a panchayat (village level local self government institution) office and a warehouse attached to it at Kangurkonda village under Kalimela Police Station in Malkangiri District, Orissa, India. The assailants cornered off the village and then went to the Panchayat office, planted landmines and exploded the structures. No casualties were reported. Preliminary investigation revealed that property worth Rs 25 lakh has been damaged in the explosion. The assailants also took away some official documents, four tables and eight chairs. The specific motive for the attack is unknown; however, is suspected that the infrastructure was targeted because the revels believed it could serve as temporary camps for security personnel. No group claimed responsibility for the attack.",,
2010,Purulia district,India,23.332078,86.365208,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,A Communist Party of India-Marxist (CPM)political activist,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"05/31/2010: On Monday, in Kherua village, Puruliya, West Bengal, India, unidentified assailants fired upon and killed one political activist of the Communist Party of India-Marxist (CPM). No damages were reported in the attack. No group claimed responsibility, although it was believed a Communist Party of India-Maoist (CPI-M) faction was responsible.",,
2010,Senapati,India,25.2727,94.0265,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)",The residence of Manipur tribal welfare minister DD Thaisii,Incendiary,Arson/Fire,Unknown,"The specific motive for the attack is unknown; however, it is believed that the attack was carried out by supporters of the bandh (shutdown) called against the Autonomous District Council (ADC) polls in Senapati, Ukhrul, and Tamenglong.","06/01/2010: On Tuesday night at 2330, in Senapati, Manipur, India, unidentified assailants set the house of Manipur tribal welfare minister DD Thaisii on fire, destroying the residence but causing no casualties. No group claimed responsibility; however, it is believed that supporters of the bandh (shutdown) called against the Autonomous District Council (ADC) polls in Senapati, Ukhrul, and Tamenglong are responsible.",,
2010,Balaghat,India,21.812876,80.183829,Bombing or Explosion,Business,Construction,Three construction vehicles,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, according to police officials, Communist Party of India-Maoist (CPI-M) cadres who were opposed to construction of road from Korka to Dodori, had threatened the contractor to stop the work.","06/02/2010: On Wednesday night, in Balaghat, Jabalpur, Madhya Pradesh, India, assailants set fire to one car and two construction vehicles, destroying the three vehicles but causing no casualties. According to police officials, Communist Party of India-Maoist (CPI-M) cadres who were opposed to construction of road from Korka to Dodori, had threatened the contractor to stop the work and that four of the assailants belonging to Malajkhand 'dalam' (unit) set afire the vehicle and the JCB machines. No group claimed responsibility, although it was widely believed a Maoist faction was responsible.",,
2010,Jhargam,India,22.45109,86.995289,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians who refused to join the group's rally,Melee,"Hands, Feet, Fists",People's Committee against Police Atrocities (PCPA),The attack was carried out in order to coerce people to join the group's rally.,"06/05/2010: On Saturday night beginning at 0030 and lasting until 0130, in Jhagram town of West Midnapore, India, the Communist Party of India-Maoist-backed People's Committee Against Police Atrocities (PCPA) cadres ransacked homes and held over 40 villagers hostage who refused to join their rally. The villagers were dragged 10 kilometers before being released later that morning with a warning. Reportedly, around 500 PCPA cadres gathered in the Dahijhuri side of the town, and stormed the Bhalukkhulia and Balaramdihi localities of Ward one and asked the residents to join the rally. The rally then progressed towards Communist Party of India-Marxist (CPM) leader Gaur Puchha's home in Balaramdihi around 0130, in which the militia ransacked his home and destroyed the boundary wall. No casualties were reported and no group claimed responsibility for the attack.",,
2010,Bijapur,India,18.791667,80.816667,Bombing or Explosion,Government (General),Government Building/Facility/Office,The target of the attack was a rest house owned by the Indian Forest Department.,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, the attack occurred during the first day of their Revolutionary week and also Maoist posters left at the site warned people to stay away from security forces.","06/05/2010: On Saturday, in Mader, Bijapur, Chhattisgarh, India, around 50 Communist Party of India-Maoist (CPI-Maoist) cadres carrying guns and wearing uniforms set fire to a rest house owned by the Indian Forest Department, destroying it but causing no casualties. The specific motive for the attack is unknown; however, the attack occurred during the first day of their Revolutionary week and also Maoist posters left at the site warned people to stay away from security forces. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",,
2010,Namkum,India,23.351452,85.376997,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"06/05/2010: On Saturday, in a village in Namkum, Ranchi, Jharkhand, India, five improvised explosive devices were recovered and defused by Central Reserve Police Force (CRPF) paramilitary personnel. Each explosive device weighed 60 kilograms. The attack was unsuccessful, therefore causing no casualties or damages. No group claimed responsibility for the attack.",,
2010,Ranchi,India,23.341599,85.306528,Bombing or Explosion,Government (General),Government Building/Facility/Office,The district passport office in Sector 2 of Dhruva,Explosives/Bombs/Dynamite,Vehicle,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/08/2010: On Tuesday night, in Ranchi, Jharkhand, India, police recovered three bombs weighing anywhere from two to five kilograms, four to five kilograms and six to 18 kilograms respectively, in an empty auto-rickshaw near the district passport office. Acting on a tip off, the police searched the rickshaw and questioned the driver, in which a bag was discovered containing the bombs. According to police, the bombs were aimed at damaging the passport office in Sector 2 of Dhruva. The attack was unsuccessful and caused no damages or casualties. No group claimed responsibility but police speculate that Communist Party of India-Maoist is responsible for the attack.",,
2010,Midnapore district,India,22.424109,87.318986,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,The targets of the attack were civilians.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is to punish and prevent people from extorting money in the name of the ultras.,"06/08/2010: On Tuesday, in Gang village, Midnapore, West Bengal, India, assailants fired upon and killed two civilians. No damages were reported and the Communist Party of India-Maoist claimed responsibility. According to police, a poster found near the unidentified bodies claimed that Maoists had killed the two men as they were extorting money from the tribal men in the name of the ultras.",,
2010,Panchapur,India,24.889099,84.860015,Bombing or Explosion,Business,Construction,A construction company,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is to punish the construction company for not paying extortion money.,"06/09/2010: On Wednesday at 0000 midnight, in Panchanpur village in Gaya, Bihar, India, about 25 members of Sashastra People's Morcha (SPM), a splinter group of the Communist Party of India-Maoists (CPI-M), bearing small arms torched three dumpers, a generator, a motorcycle, a hydraulic motor and a pressure machine. They also destroyed about 1,500 liters of diesel stored at the work site. Mobile phones of the drivers/operators of the dumpers and other machines were also stolen. Reportedly the company had refused to oblige the ultras with the extortion money demanded by them and in retaliation, they resorted to arson. No casualties were reported and no group claimed responsibility.",,
2010,Dantewada district,India,18.9,81.35,Bombing or Explosion,Police,Police Security Forces/Officers,Central Reserve Police Force officers,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"06/12/2010: On Saturday, in Bangalipara village of Dantewada district, Chhattisgarh, India, a joint team of Central Reserve Police Force and State Police recovered a 10 kilogram improvised explosive device planted by unknown assailants during a road opening exercise in the area. The explosive was later defused by authorities, preventing any damages or casualties from taking place. No claim of responsibility was made for the incident.",,
2010,Tiruchirappalli,India,10.815278,78.696389,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,Railroad tracks,Explosives/Bombs/Dynamite,Other Explosive Type,Liberation Tigers of Tamil Eelam (LTTE),The specific motive for the attack is unknown.,"06/12/2010: On Saturday night at 0230, in Villupram, Tamil Nadu, India, unidentified assailants detonated an improvised explosive device, damaging a section of railway but causing no casualties. A passenger train, the Tiruchirapalli-Chennai Rockfort Express, was almost derailed as a result of the attack and a three foot crater was left in the tracks. Police have found posters at the scene placed by people sympathetic to the Liberation Tigers of Tamil Eelam (LTTE) protesting the visit by Sri Lankan President Mahindra Rajapakse to India earlier this week. Activists of the Liberation Tigers of Tamil Eelam (LTTE) claimed responsibility.",,
2010,Tilaya,India,23.579468,85.952859,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian accused of cooperating with the police,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is to punish and intimidate civilians from cooperating with police.,"06/13/2010: On Sunday evening at 2100, in Tilaiya village in the Luggu Hill area of Bokaro, Jharkhand, India, assailants kidnapped one civilian before beheading him. According to police, Kajaru Thakur was captured by 30 armed assailants while he was returning home in Tilaya. In the presence of some other villagers, the assailants accused the victim of supplying vital information related to the activities of extremists to the police and then slit his throat. According to police, the killing took place in the Mahuatard forest area of Tilaya, where police managed to recover the body of Thakur in two pieces. The Communist Party of India-Maoist claimed responsibility.",,
2010,Belpahari,India,22.632073,86.764262,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,Two ex Communist Party of India (Maoist) members,Melee,Knife or Other Sharp Object,Unknown,The specific motive for the attack is unknown.,"06/14/2010: On Monday evening, in Belpahari, West Midnapore, West Bengal, India, suspected Communist Party of India-Maoists (CPI-M) kidnapped two brothers, Sambhu (Samar) Singh and Sunil Singh. On 06/15/2010, the bodies of the two brothers were recovered from Chakadoma in the Belpahari area, showing evidence of being hacked to death. The two men were ex CPI-M cadres who later joined the Peopleﾒs Committee Against Police Atrocities (PCPA). According to police, the brothers were killed as a result of internal rivalry within the PCPA. No damages were reported. No group claimed responsibility, although it was believed a Maoist faction was responsible.",,
2010,Rohtas district,India,25.068355,84.013843,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police station was targeted in the attack.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/14/2010: On Monday night, in Rohtas, Bihar, India, unidentified assailants fired upon one police station and one Special Auxiliary Police camp, causing no casualties or damage. According to police, around 100 armed rebels attacked the Rohtas police station and a camp of the Special Auxiliary Police, but were repelled by the Gorkha battalion stationed in Rohtas. The specific motive for the attack is unknown, however police suspect that the attack was carried out to enforce their two-day shutdown in Bihar and Jharkhand to protest the arrest of two Communist Party of India-Maoist cadres in Bihar. No group claimed responsibility, although it was believed a Maoist faction was responsible.",,
2010,Gaya district,India,25.04796,85.136165,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,The Islampur railway station,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/14/2010: On Monday, in Gaya, Bihar, India, assailants attacked the Islampur railway station, damaging the station. The assailants later abducted the station headmaster and two other railway employees and took them to an unknown location. No casualties were reported in the attack and no group claimed responsibility, although it was believed a Communist Party of India-Maoist faction was responsible. The status of the hostages is unknown.",,
2010,Markapalli,India,18.535742,82.037989,Bombing or Explosion,Military,Paramilitary,A border security force officer was targeted in the attack.,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/16/2010: On Wednesday night, in the village of Markapalli, Malkangiri district, Orissa, India, Communist Party of India-Maoist (CPI-M) cadres killed Manoram Durua, a jawan serving under Border Security Force (BSF) of the Shasastra Seema Bal (SSB). Reportedly, Durau returned to his native village to attend the Raj festival when an armed group of eight to10 Maoists called on him at his home and asked him to accompany them. The Maoists slit his throat and then dumped his body near the village. No damages were reported. Maoist posters left in the village issued warnings to SPO and village guards to quit their jobs. The attack and warnings resulted in the resignation of five people in Kalimela police station jurisdiction.",,
2010,Chatra,India,24.204235,84.870937,Bombing or Explosion,Business,Construction,Two industrial vehicles of the Mini Construction Company,Incendiary,Arson/Fire,Unknown,"The specific motive for the attack is unknown; however, police suspect that the company refused paying levy to the rebels.","06/17/2010: On Thursday, near Bhuiyadih village in Chatra, Jharkhand, India, unidentified assailants set fire to two industrial vehicles, destroying the vehicles. Reportedly, 20 to 25 suspected Communist Party of India-Maoists (CPI-M) reached the construction site of the Mini Construction Company and set fire to a road roller and a truck. The specific motive for the attack is unknown; however, police suspect that the company refused paying levy to the rebels. Later, assailants assaulted and wounded several employees of Runta Group Industries. No casualties were reported and no group claimed responsibility, although it was believed a Maoist faction was responsible.",,
2010,Dibrugarh,India,27.477675,94.910721,Bombing or Explosion,Business,0,A Bajrangpur tea estate was targeted in the attack.,Unknown,0,United Liberation Front of Assam (ULFA),The specific motive for the attack is unknown.,"06/18/2010: On Friday, in Dibrugarh, Assam, India, assailants attacked a Bajrangpur tea estate by unknown means, damaging the business but causing no casualties. Intelligence sources said the attack by a group of United Liberation Front of Assam (ULFA) cadres was an attempt by the group to recover lost ground in the district. The assailants attempted to kill the manager, Indra Kumar Baruah, for refusing to pay the RS 10 lakh extortion demanded in January. No group claimed responsibility.",,
2010,Jiyan,India,22.370659,86.502181,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was punishment for being alleged police informants.,"06/19/2010: On Saturday evening, in one of three related attacks, in Jiyan village, East Singhbhum, Jharkhand, India, assailants fired upon and killed one civilian. According to police, a group of armed ultras barged into the home of Bosko Singh (36) and shot him. No damages were reported in the attack. Pamphlets left by the rebels described the victims as police informers and warned villagers against helping the police. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",,
2010,Jamshedpur,India,22.804566,86.202875,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)",The president of the public distribution system (PDS) dealers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was punishment for being alleged police informants.,"06/19/2010: On Saturday evening, in one of three related attacks, in Kasiabeda village, Jamsehdpur, East Singhbhum, Jharkhand, India, assailants fired upon and wounded the president of the public distribution system (PDS) dealers, Ramchandra Mardi, alias Hopan Mardi. No damages were reported in the attack. Pamphlets left by the rebels described the victims as police informers and warned villagers against helping the police. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",,
2010,Bakra Kocha,India,22.406265,86.497128,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,One civilian,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was punishment for being an alleged police informer.,"06/20/2010: On Sunday, in one of three related attacks, in Bakrakocha, East Singhbhum, Jharkhand, India, assailants fired upon and killed one civilian, Lakhiram Mardi. No damages were reported in the attack. Pamphlets left by the rebels described the victims as police informers and warned villagers against helping the police. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",,
2010,Dantewada,India,18.9,81.35,Bombing or Explosion,Police,Police Security Forces/Officers,Police officers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/23/2010: On Wednesday afternoon around 1700, in Golapalli, Dantewada, Chhattisgarh, India, suspected Communist Party of India-Maoists (CPI-M) shot and killed three police officers and then ran in the woods. According to police, one head constable, Ramesh Kujur, and two other constables, Santosh Yadav and Ashok Markam, ventured out of Golapalli to visit a nearby local market when they were surrounded and shot by the rebels. The Maoists also triggered a blast and fired upon the nearby Golapalli police station to prevent any rescue team from reaching the incident site. No damages were reported and no group claimed responsibility.",,
2010,West Midnapore district,India,22.404193,87.379866,Bombing or Explosion,Educational Institution,Teacher/Professor/Instructor,The target of the attack was a school teacher.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/24/2010: On Thursday, in West Midnapore, West Bengal, India, suspected Communist Party of India-Maoists (CPI-M) kidnapped, fired on and killed one primary school teacher, Ranjit Dey, who was also a former Communist Party of India-Marxist (CPM) member. No damages were reported and no group claimed responsibility, although it was widely believed a Maoist faction was responsible, as posters were found at the location.",,
2010,Binpur,India,22.577189,87.004942,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,The son of  a Communist Party of India-Marxist (CPM) leader was targeted in the attack.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/24/2010: On Thursday night, in Binpur, West Midnapore, India, Communist Party of India-Maoists (CPI-M) gunmen kidnapped Srimanta Tudu, the son of a Communist Party of India-Marxist (CPM) leader, Motilal Tudu, from a bus stop. Later the Maoists telephoned the victimﾒs residence demanding the release of their ""action squad member"" Durga Mandi from police custody. No casualties and no damages were reported. The CPI-M claimed responsibility and the status of the hostage is unknown.",,
2010,Bagdubi,India,22.910342,86.765519,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,"The house of Communist Party of India-Marxist (CPM) zonal committee member, Nabin Hembram,",Incendiary,Arson/Fire,Unknown,"The specific motive for the attack is unknown; however, the police believe that the attack was the result of revenge.","06/25/2010: On Friday, in Bagdubi village in Bankura, India, four militants set ablaze the house of Communist Party of India-Marxist (CPM) zonal committee member Nabin Hembram. Two women were killed in the fire. The victims were identified as Kamala Hembram (80) and Saraswati (55). According to police, the Communist Party of India-Maoists (CPI-M) have been hunting for Nabin since the Central Reserve Police Force (CRPF) shot and killed two squad members on 12/15/2006 and they believed him to be the one who tipped off the police about their presence. The specific motive for the attack is unknown; however, the police believe that the attack was the result of revenge. No damages were reported and no group claimed responsibility, but it was suspected that Maoists were responsible.",,
2010,Govindpalli,India,18.578762,82.281954,Bombing or Explosion,Police,Police Security Forces/Officers,Police officers,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, it was suspected that rebels were planting landmines in different locations to target the security personnel ahead of the proposed bandh called by the Communist Party of India-Maoists on Monday.","06/26/2010: On Saturday, on the Gobindpalli Ghat road in Malkangiri, Orissa, India, a landmine exploded as authorities were attempting to defuse it, wounding one police officer. The police were able to defuse six landmines before they failed to defuse the seventh, preventing any casualties or damages from taking place. It was suspected that rebels were planting landmines in different locations to target the security personnel ahead of the proposed bandh called by them on Monday. No group claimed responsibility, although it was believed a Communist Party of India-Maoist (CPI-M) faction was responsible.",,
2010,Karmaposh,India,21.974236,84.984354,Bombing or Explosion,Transportation,Bridge/Car Tunnel,A bridge was targeted in the attack.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/26/2010: On Saturday, beneath a culvert on NH-215 near Kamarposh, Sundargarh district, Orissa, India, a 10 kilogram landmine planted by Communist Party of India - Maoists (CPI-M) was defused by police, causing no casualties or damages. No group claimed responsibility.",,
2010,Bastar,India,19.203477,81.934532,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Villagers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victims were accused of being police informers.,"06/28/2010: On Monday, in the village of Pattegaon, Bastar, Chhattisgarh, India, suspected Communist Party of India-Maoist (CPI-M) cadres shot and killed three civilians on charges of being police informers. No damages were reported and no group claimed responsibility.",,
2010,Simdega district,India,22.610968,84.502431,Bombing or Explosion,Terrorists/Non-State Militia,Terrorist,Two alleged police informants and members of Jharkhand Liberation Tigers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),"The attack was either carried out because the victims were accused of being police informers, or because the two victims were accused of being Jharkhand Liberation Tigers (another militant group).","06/28/2010: On Monday, in a village of Simdega District, Jharkhand, India, Communist Party of India-Maoist (CPI-M) cadres shot and killed two villagers. The assailants reportedly tricked them into going to a nearby jungle and later shot them and threw their bodies at a crossroad. No damages were reported in the attack. A letter found at the site claimed that the dead men were police informants and members of the Jharkhand Liberation Tigers (JLT).",,
2010,Barkol,India,23.610346,83.810174,Bombing or Explosion,Private Citizens & Property,Named Civilian,"A tribal elder, Bardhan Kachhu,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/29/2010: On Tuesday evening at about 2000, in Barkol village, Garhwa, Jharkhand, India, unidentified assailants kidnapped a tribal leader. On 06/30/2010, in the morning, the tribal leader Bardhan Kachhu (45), was shot and killed. No damages were reported in the attack. No group claimed responsibility, although it was widely believed a Communist Party of India- Maoist (CPI-M) faction was responsible.",,
2010,Narayanpur district,India,19.723535,81.242411,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A Central Reserve Police Force (CRPF) paramilitary security patrol,Firearms,Automatic Weapon,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/29/2010: On Tuesday afternoon at 1500, in a remote forested area on Daurai Road area in Narayanpur district, Chhattisgarh, India, dozens of heavily armed Communist Party of India-Maoist (CPI-M) cadres ambushed a Central Reserve Police Force (CRPF) security patrol with automatic weapons, killing at least 26 CRPF and injuring seven others, including four special police officer, in a gun battle that lasted three hours. No damages were reported and no group claimed responsibility.",,
2010,Unknown,India,25.090798,85.311177,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian targeted in the attack.,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack occurred because the driver defied the bandh called by the Communist Party of India-Maoists.,"06/30/2010: On Wednesday, on the Munger-Jamui Road in Bihar, India, unidentified militants abducted the driver of a jeep and beheaded him for defying their bandh (shutdown) called on that day. The driver of the jeep reportedly carried a wedding party out. No damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India- Maoist (CPI-M) cadres were responsible.?",,
2010,Salehatu,India,23.0704,85.423954,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/30/2010: On Wednesday morning, in Salehatu village, Khunti, Jharkhand, India, three unidentified assailants kidnapped one civilian, prior to killing him. The victim was identified as a contractor, Kedar Munda. No damages were reported and no group claimed responsibility, although it was believed a Communist Party of India- Maoist (CPI-M) faction was responsible.",,
2010,Vijayapura,India,16.830171,75.710031,Bombing or Explosion,Police,Police Security Forces/Officers,Seven Central Reserve Police Force personnel,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/30/2010: On Wednesday, in Bijapur, Karnataka, India, a landmine blast injured seven Central Reserve Police Force (CRPF) personnel. The landmine reportedly detonated while the CRPF were trying to defuse it. No damages were reported and no group claimed responsibility for this incident, but it was suspected that Communist Party of India-Maoists (CPI-M) were responsible.",,
2010,West Midnapore district,India,22.404193,87.379866,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A joint security forces patrol,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/30/2010: On Wednesday, in the Birihari forest area of West Midnapore, West Bengal, India, unidentified militants fired at a patrol party on a routine combing operation. One trooper, identified as, Assistant Sub-Inspector (ASI) Ajay Gupta, was injured in the attacked. No damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-Maoist) cadres were responsible.",,
2010,Bijulibon,India,27.540153,95.722239,Bombing or Explosion,Business,0,A manager and employee of the Luit tea estate,Melee,"Hands, Feet, Fists",United Liberation Front of Assam (ULFA),The specific motive for the attack is unknown.,"07/01/2010: On Thursday morning around 1045, in Bijulibon, Tinsukia, Assam, India, seven unidentified assailants attacked and beat Sadhan Kumar Tamuli, a manager of the Luit tea estate, and an employee, Bhaskar Jyoti Changmai Phukon, while they were on their way to the garden. The assailants then set on fire two mini trucks and a motorcycle in the estate, causing an unknown amount of property damage. No group claimed responsibility, but it was suspected that United Liberation Front of Asom (ULFA) militants were responsible.",,
2010,Narayanpur,India,19.723535,81.242411,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Three civilians,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victims were accused of being police informers.,"07/01/2010: On Thursday, in Narayanpur, Chhattisgarh, India, unidentified militants shot and killed three civilians. According to police, the three victims were suspected of being police informers and their bodies were recovered from a forested area in Narayanpur. No damages were reported and no group claimed responsibility, but it was believed that Communist Party of India-Maoists (CPI-M) were responsible.",,
2010,Charai,India,24.304028,84.204164,Bombing or Explosion,Educational Institution,School/University/Educational Building,A middle school,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, the attack occurred on the second day of a two-day shutdown called by the Maoists to protest the anti-people policies of the Central Government, referring to the disinvestment policies and recent price rise in Jharkhand, Bengal, Orissa, Bihar and Chhattisgarh.","07/01/2010: On Thursday night, in Charai village in Palamu, India, suspected Communist Party of India-Maoist (CPI-M) cadres attacked a middle school using two explosive devices. One bomb flattened a room of the school, and the other bomb did not explode. The motive for the attack is unknown; however, the attack occurred on the second day of a two-day shutdown called by the Maoists to protest the anti-people policies of the Central Government, referring to the disinvestment policies and recent price rise in Jharkhand, Bengal, Orissa, Bihar and Chhattisgarh. No casualties were reported and no group claimed responsibility, but it was believed that CPI-Maoists were responsible.",,
2010,Imphal,India,24.817011,93.936844,Bombing or Explosion,Business,0,The residence of contractor Thongam Bisorit,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/01/2010: On Thursday, in Ningom Thongiao, Imphal East, Manipur, India, unidentified militants detonated a bomb, damaging the residence of contractor Thongam Bisorit. No casualties were reported and no group claimed responsibility for the attack.",,
2010,Aurangabad,India,24.749905,84.370896,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,"A former Communist Party of India-Maoist (CPI-M), Umesh Mehta,",Unknown,0,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, it was suspected that the attack was carried out because the victim was extracting money in the name of the Communist Party of India-Maoists (CPI-M).","07/02/2010: On Friday night, in Aurangabad, Bihar, India, three suspected Communist Party of India-Maoists (CPI-M) on a motorcycle kidnapped a former colleague, identified as Umesh Mehta, for extracting money in the name of their organization. On 07/03/2010 in the morning, the body of Mehta was found lying near a temple at Pheku Bigha village. No damages were reported in the attack. No group claimed responsibility, but it was suspected that (CPI-M) cadres were responsible.",,
2010,Palaspal,India,21.217183,85.784604,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Two villagers,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victims were accused of being police informers.,"07/02/2010: On Friday morning, at Palaspala village in Keonjhar, Orissa, India, around 20-30 militants dragged two villagers out of their homes and hacked them to death, accusing them of being police informers. The victims were identified as Kailash Mohanta and Tuna Behera. The militants also ransacked their homes and then set them on fire. They also set an unidentified number of vehicles on fire and laid explosives on the road in an effort to prevent security forces from launching a combing operation. Communist Party of India-Maoists (CPI-M) leaflets left behind warned that all police informers would meet the same fate.",,
2010,Imphal,India,24.817011,93.936844,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)","The residence of Nameirakpam Surendra, an assistant agriculture officer,",Explosives/Bombs/Dynamite,Grenade,Unknown,The specific motive for the attack is unknown.,"07/03/2010: On Saturday afternoon, in Waikhom Khongnang in Imphal East, Manipur, India, unknown assailants threw one Chinese hand grenade at the residence of one Nameirakpam Surendra, an assistant agriculture officer, causing unreported casualties and damages. No group claimed responsibility for the attack.",,
2010,Jeeram,India,19.203477,81.934532,Bombing or Explosion,Transportation,Bridge/Car Tunnel,A culvert was targeted in the attack.,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"07/04/2010: On Sunday, on National Highway 221 at Jeeram, about 40 kilometers from Jagdalpur, Bastar divisional headquarters, Chhattisgarh, India, unidentified militants blew up a culvert. The attack caused an unknown amount of property damage and no casualties were reported. No group claimed responsibility, but it was suspected that Communist Party of India-Maoists (CPI-M) were responsible.",,
