Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
2003,Unknown,India,16.690933,79.567945,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Party Leader Syed Dawood,Melee,Blunt Object,People's War Group (PWG),Unknown,"01/25/2003: Members of the People's War Group abducted, attacked, and killed Telugu Deam Party leader Syed Dawood in a forest region of Yeturnagaram inside Indiaﾒs Andhra Pradesh. Dawood died of multiple injuries inflicted in the beating.",,,,
2003,Kandlakunta,India,16.387372,79.292838,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Party Leader Venkatrami Reddy,Melee,Knife or Other Sharp Object,People's War Group (PWG),Unknown,"01/25/2003: Members of the People's War Group killed Venkatrami Reddy, a Congress Party leader, in Kundlakunta village inside the Indian state of Andhra Pradesh.",,,,
2003,Mandai,India,23.860327,91.47973,Armed Assault,Violent Political Party,Party Official/Candidate/Other Personnel,Supporters,Firearms,Automatic Weapon,National Liberation Front of Tripura (NLFT),The attack was suspected of being motivated by a desire to intimidate the upcoming state elections.,"01/26/2003: Election meetings held in four houses in Mandai, located in India's northeastern state of Tripura, were attacked by militants of the National Liberation Front of Tripura (NLFT) resulting in eleven killed and eight more wounded. The victims were members of Tripura's ruling Communist Party of India-Marxist (CPM).",,,,
2003,Atmakur,India,15.878893,78.585205,Armed Assault,Business,Entertainment/Cultural/Stadium/Casino,"Raghunath Cinema in Atmakur, India",Explosives/Bombs/Dynamite,Time Fuse,People's War Group (PWG),Unknown,01/26/2003: Thirteen members of the People's War Group (PWG) invaded the Raghunath cinema inside the Indian town of Atmakur in a late night assault. The assailants disarmed the night watchman and proceeded to detonate the theater causing heavy damage. No one was injured in the attack.,,,,
2003,Mumbai,India,19.103052,72.846691,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Ville Parle suburb of Bombay, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Students Islamic Movement of India (SIMI),Unknown,"01/27/2003: A bomb exploded in the Ville Parle suburb of Bombay, India as part of a pair of bombings through the city. The blasts, which resulted in 27 injured, was blamed on the Students' Islamic Movement of India (SIMI).",,,,
2003,Mumbai,India,19.075984,72.877656,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Bombay, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Students Islamic Movement of India (SIMI),Unknown,"01/27/2003: A bomb exploded in the city of Bombay, India as part of a pair of bombings through the city. This bomb, which resulted in no one being injured, was blamed on the Students' Islamic Movement of India (SIMI).",,,,
2003,Chatroo,India,33.334514,75.715342,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,National Conference party official Farooq Ahmed,Firearms,Unknown Gun Type,Unknown,Unknown,"01/28/2003: Suspected Muslim militants in the district of Chatroo, located inside Indian controlled Kashmir, shot and killed Farooq Ahmed and his Hindu bodyguard after abducting the pair from their car. Farooq was an official in the National Conference political party.",,,,
2003,Shopian,India,33.717003,74.836092,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Private residence of party official Mohammed Shafi,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"01/28/2003: Suspected Muslim militants in the township of Shopian, located inside Indian controlled Kashmir, fired a rocket at the residence of National Conference party official Mohammed Shafi. No one was injured in the attack, despite Shafi being at home at the time of the attack.",,,,
2003,Budgam,India,34.021244,74.722282,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Private residence of a National Conference Party official,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/28/2003: Suspected Muslim militants in the Budgam district, located inside Indian controlled Kashmir, attacked the house of a local National Conference activist with hand grenades. No one was reported injured in the attack.",,,,
2003,Bogribari,India,26.199283,90.127707,Armed Assault,Private Citizens & Property,Political Party Member/Rally,Family of Suren Brahma,Firearms,Automatic Weapon,Bodo Liberation Tigers (BLT),Police suspect that Suren Brahma was trying to defect from the Bodo Liberation Tigers.,"01/28/2003: Suren Brahma, along with four other family members, were lined up against a wall and shot with automatic weapons in the Indian village of Bogoribari by tribal militants of the Bodo Liberation Tigers (BLT). Police suspected that Suren, a member of the BLT, had tried to defect to the more militant National Democratic Front of Bodoland.",,,,
2003,Srinagar,India,34.069832,74.809039,Armed Assault,Journalists & Media,Newspaper Journalist/Staff/Facility,Editor Parvaz Sultan,Firearms,Unknown Gun Type,Unknown,Unknown,"01/31/2003: Parvaz Sultan, editor of the News and Feature Alliance in the Lal Chowk portion of Srinagar inside Indian controlled Kashmir, was shot and killed by an unknown assailant outside his office.",,,,
2003,Anantnag,India,33.733336,75.148983,Armed Assault,Military,Military Unit/Patrol/Convoy,Indian Border Security Force patrol,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/31/2003: An Indian Border Security Force patrol in Anantnag, Kashmir was the intended target of a grenade attack by suspected Muslim rebels. The grenade missed its target and detonated among civilians in the Lal Chowk marketplace resulting in the death of Ajaz Ahmed and fifteen more wounded.",,,,
2003,Abhapalli,India,21.278657,81.866144,Armed Assault,Transportation,Bus (excluding tourists),"Bus near Basaguda, Chhattisgarh state",Firearms,Unknown Gun Type,People's War Group (PWG),Unknown,"02/02/2003: At around 10 am local time, Maoist guerrillas belonging to the Peoples' War Group (PWG), often referred to as Naxalites, attacked a private bus carrying between 39 and 43 passengers, between Basaguda and Abhapalli towns (eight miles from Abhapalli) in Chhattisgarh state. Policemen on the bus returned fire as passengers got off and escaped. Eventually the guerrillas threw a petrol bomb to set the bus alight, killing four policemen, including their Company Commander. The remaining two policemen killed one of the perpetrators, forcing the others to successfully flee. One rifle was recovered from the guerrillas. Reports indicated that the guerrillas had planned to hijack the bus anyways in order to demand the release to top communist leaders held by the Andhra Pradesh (state) government.",,,,
2003,Frisal,India,33.758958,75.042109,Armed Assault,Military,Paramilitary,"Indian Ikhwanis in Frisal, Anantnag District, Jammu and Kashmir State",Firearms,Unknown Gun Type,Hizbul Mujahideen (HM),Unknown,"02/06/2003: Two militants with sophisticated weapons fired upon Ikhwanis (former insurgents turned counter-insurgents) at Frisal village.  Two civilians died in the incident, and two Ikhwanis and a child were injured when they returned fire.  The militants quickly left the village as Indian security forces arrived. Hizb-ul-Mujahidin (HM) claimed responsibility via a local news agency CNS.",,,,
2003,Lokchao,India,24.663717,93.906269,Armed Assault,Military,Military Unit/Patrol/Convoy,"BSF foot patrol near Lokchao village, Manipur State",Firearms,Unknown Gun Type,Kanglei Yawol Kanna Lup (KYKL),Unknown,"02/10/2003: Late in the day, a contingent of heavily armed militants fromKanglei Yawol Kanna Lup (KYKL) separatist group attacked a foot patrol of the Border Security Force (BSF), near Lokchao in Manipur State.  A ""big group"" attacked the patrol, killing five of the BSF officers, and seriously injuring another.  The attack occurred not far from the BSF camp in the area.  The BSF officers returned gunfire for over an hour, after which the KYKL elements fled the area.  Manipur's Additional Director General of Police confirmed that the KYKL were behind the attacks, and attacked to ""make their presence felt.""",,,,
2003,Chandwa,India,23.677186,84.739392,Armed Assault,Police,"Police Building (headquarters, station, school)","Police Station in Chandawa town, Latehar District, Jharkhand",Firearms,Unknown Gun Type,Maoist Communist Center (MCC),Unknown,"02/10/2003: At around 11AM local time, perpetrators from the Maoist Communist Center (MCC) extremist group ambushed a police patrol near Chandawa police station in Latehar District, Jharkhand State, India.  Reports conflict over injuries and deaths, ranging from one to four Central Reserve Police Force soldiers killed, and none to four members of the MCC killed. Reports indicated either five or six police injured, at least two critically.  The MCC stole firearms under the cover of the gunfight fro the police station.  An incident later on 02/10/2003 in the Amjharia Valley is related to this incident, as a police convoy sent to reinforce Chandawa was attacked.",,,,
2003,Amjharia,India,23.618734,84.765502,Armed Assault,Police,Police Patrol (including vehicles and convoys),"Police convoy on the Ranchi-Palamau Road, Latehar District, Jharkhand State",Firearms,Unknown Gun Type,Maoist Communist Center (MCC),Unknown,"02/10/2003: At around 5PM local time, extremists from the Maoist Communist Center (MCC) ambushed a police convoy of four vehicles near Amjharia Valley, on the Ranchi-Palamau Road.  Five Central Reserve Police Force (CRFP) soldiers were killed and two more injured.  This incident is linked to an incident on 11AM on 02/10/2003 when MCC elements attacked the Chandawa police station, also in Latehar District.",,,,
2003,Bankoot,India,34.467967,74.667911,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Kashmiri civilians at Bonkoot village, Bandipore district",Firearms,Unknown Gun Type,Unknown,Unknown,"02/12/2003: During the night, five civilians were kidnapped from Bonkoot village, Bandipore, Jammu and Kashmir.  On 02/13/2003 two bodies were found in the Bonkoot area with their throats slit and decapitated.  On 02/14/2003, the butchered and decapitated body of a third kidnapped person was found in the same area.  On the same day, a fourth civilian escaped and reached home.  On 02/15/2003, the last person was set free.  The Indian Army and Police had commenced a massive manhunt to find the perpetrators.  One of the civilians with his throat slit, Bashir Ahmed Tantray, was a former militant.  Indian officials believed that the victims were kidnapped by a Jihadi outfit from their homes, and the three killed were properly under suspicion by the militants for being informants to Indian Security Forces.  The killings reportedly set a large shockwave of fear throughout North Kashmir, as the kidnapping came around the time of Eid-ul-Adha, one of the most holy days of the Islamic calendar.",,,,
2003,Srigeri Pado,India,16.409671,79.9774,Armed Assault,Police,Police Security Forces/Officers,"Former village head, Srigeri Pado Village, Guntur District",Firearms,Unknown Gun Type,Naxalites,Unknown,"02/16/2003: Maoist guerrillas (Naxalites) shot dead a former village head in Srigeri Pado Village, Guntur District, Andhra Pradesh State, India.  The Naxalites accused the village head of being a police informer.  In the same incident, the Naxalites attempted to blow up a telephone exchange which was inside the former village head's building.",,,,
2003,Baramulla district,India,34.205141,74.349494,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Main market of Tehsil Chowk,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"02/20/2003: At around 11:00AM local time, an IED exploded at the main public market of Tehsil Chowk, Baramulla District, Kashmir.  Four to five people were killed, and four more were injured.  The police said no militant organizations had claimed responsibility, but suspected that militants planted the IED in order to target a military convoy that passed by the town earlier.  The IED was hidden under the snow, and detonated when a snow-cleaning machine was clearing the road.",,,,
2003,Guwahati,India,26.179222,91.753346,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,"Indian Air Force Base in Guwahati, Assam State",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",United Liberation Front of Assam (ULFA),Unknown,"02/23/2003: During the night, a number of mortar bombs were hurled at an Indian Air Force base near the Lokpriya Gopinath Bordoloi International Airport in Guwahati, Assam State, India. The mortar bombs were thrown in a vacant area near the Air Base's boundary wall, went through the asbestos roof of the mess hall, and landed on a veranda. Local police described the mortars as those that the Pakistani and Chinese militaries used, and surmised that the mortars were acquired from Pakistani intelligence, and smuggled from Bangladesh. Police also suspected that the United Liberation Front of Asom (ULFA) was behind the attack. 20 people were arrested who were suspected of association with the attack, and recovered a live mortar believed to be left heading from a village near the airport.",,,,
2003,Sunderbani,India,33.049293,74.490661,Armed Assault,Business,0,"Indian citizens in Rai Sehot, Jammu and Kashmir",Firearms,Unknown Gun Type,Unknown,Unknown,"02/25/2003: At around 9:35 PM local time, three youth gunmen attacked a shop owned by Hindus in Rai Sehot village, near Sunderbani town, Jammu and Kashmir Province. The three militants entered a provisional store and asked to buy three pairs of underpants. The store owner's brother-in law and sister, raised the alarm after seeing rifles under the shawls of the militants. A struggle ensued over the guns, ending when the militants opened fire at the shop and killed three civilians, and critically wounding another, who later died in hospital. As the perpetrators fled, they sprayed a passing truck with bullets, injuring the driver and two others on board. The truck managed to safely speed away. The militants fled 20 minutes later.",,,,
2003,Santarampada,India,23.940848,91.988153,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)","BSF polling party at Santarampada Village, Tripura",Firearms,Unknown Gun Type,National Liberation Front of Tripura (NLFT),Unknown,"02/26/2003: Militiamen killed six people of a polling party at a police station at Santarampada Village in Tripura State, India. Five of the killed were Border Security Force (BSF) guards, and officials suspected the National Liberation Front of Tripura (NLFT) of being behind the attack.",,,,
2003,Kulgam,India,33.644991,75.018031,Armed Assault,Violent Political Party,Party Official/Candidate/Other Personnel,Member: Ghulam Rasool,Firearms,Unknown Gun Type,Other,Unknown,"03/05/2003: Unknown gunmen shot and wounded a political worker of the Communist Party in Kulgam, India. Police suspect separatist militants who were fighting for Kashmir's independence from India.",,,,
2003,Digboi,India,27.400198,95.616598,Armed Assault,Utilities,Oil,Digboi Refinery,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",United Liberation Front of Assam (ULFA),"The United Liberation Front of Assam commander-in-chief told newspapers that the attack was in ""protest against the continued exploitation of Assam's oil and mineral resources by New Delhi.""","03/08/2003: United Liberation Front of Assam separatists launched a mortar attack and set a fire that lasted forty hours at one of the world's oldest operating oil refineries in Digboi, India. There were no injuries.",,,,
2003,Kathalguri,India,27.315444,95.286216,Armed Assault,Utilities,Oil,Oil pipeline running from Duliajan to Kathalguri,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",United Liberation Front of Assam (ULFA),"The United Liberation Front of Assam commander-in-chief told newspapers that the attack was in ""protest against the continued exploitation of Assam's oil and mineral resources by New Delhi.""","03/08/2003: United Liberation Front of Assam separatists blew up a crude oil pipeline in Kathalguri, India. The attack occurred not far after United Liberation Front of Assam separatists set fire to the Digboi Refinery. There were no injuries.",,,,
2003,Rangjuli,India,25.968843,90.935557,Armed Assault,Business,0,"Civilians in Rangjuli, India",Firearms,Automatic Weapon,United Liberation Front of Assam (ULFA),Unknown,"03/08/2003: United Liberation Front of Assam separatists killed three and injured four in the village of Rangjuli, India, hours after blasts at an oil refinery and a pipeline.",,,,
2003,Bongaigaon,India,26.47998,90.559979,Armed Assault,Police,"Police Building (headquarters, station, school)","Police Armory in Bongaigaon, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",United Liberation Front of Assam (ULFA),Unknown,"03/08/2003: United Liberation Front of Assam separatists threw mortars at a police armory in Bongaigaon, India. The rebels missed their target and torched a small house, causing no injuries. The attack was the fourth in a series of attacks on an oil refinery, pipeline and civilians.",,,,
2003,Doda District,India,33.14575,75.548049,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Indian Army in Doda District,Explosives/Bombs/Dynamite,Remote Trigger,Hizbul Mujahideen (HM),Unknown,"03/08/2003: Hizb-ul-Mujahidin (HM) militants triggered an explosive device in the Doda district of Kashmir, India, injuring seven army soldiers.",,,,
2003,Rajouri,India,33.371715,74.315313,Armed Assault,Business,Retail/Grocery/Bakery,"Indian sweet shop in Rajauri, India",Explosives/Bombs/Dynamite,Time Fuse,Other,Unknown,"03/11/2003: A bomb exploded outside a sweet shop in Rajauri in the Kashmir region of India, killing one and injuring eleven. Muslim rebels were suspected.",,,,
2003,Mumbai,India,19.075984,72.877656,Armed Assault,Transportation,Train/Train Tracks/Trolley,"Mulund suburban commuter train station in Mumbai, India",Explosives/Bombs/Dynamite,Other Explosive Type,Students Islamic Movement of India (SIMI),"Sources speculated that the attack may have been to recognize the 10-year anniversary of a string of bombings in Mumbai, which killed more than 250 people and injured more than 1,000 others.","03/13/2003: A bomb exploded on a crowded suburban commuter train during rush hour in Mumbai, India, killing 11 passengers and injuring 64 others. Police suspected members of the Students' Islamic Movement of India (SIMI); two months later police arrested six men linked with Lashkar-e Taiba for planning the attack. The attack came a day after the 10-year anniversary of a series of bomb blasts in Mumbai that killed more than 250 people and injured more than 1,000 others.",,,,
2003,Rajouri,India,33.371715,74.315313,Armed Assault,Transportation,Bus (excluding tourists),"Bus in Rajauri, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Other,Unknown,"03/13/2003: A bomb exploded on a parked bus outside a bus terminal in Rajauri, India, killing four and injuring at least 20 others. Police suspected that Muslim militants planted the bomb overnight on the Jammu-bound; no one claimed responsibility for the attack.",,,,
2003,Poonch,India,33.767001,74.092404,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians on Jammu-Poonch highway,Firearms,Unknown Gun Type,Other,Unknown,"03/13/2003: Unknown militants attacked a van on the Jammu-Poonch highway in Kashmir, India. Two passengers were killed and another two were injured by gunfire. This attack occurred hours after a bomb attack on a bus in Rajauri.",,,,
2003,New Delhi,India,28.632381,77.220004,Armed Assault,Transportation,Train/Train Tracks/Trolley,New Delhi Railway Station,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"03/14/2003: Police defused six bombs outside of the main train station in New Delhi, India, a day after a train blast in Mumbai that killed 11 and injured 64 others. A pedestrian alerted police after noticing the bombs in a plastic bag, which were to be triggered by heat.",,,,
2003,Poonch,India,33.767001,74.092404,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)","Muharram festival procession in Poonch, India",Explosives/Bombs/Dynamite,Grenade,Lashkar-e-Taiba (LeT),The Jammu Daily Excelsior said that the militant targeted the Muharram procession in an attempt to kill the civilians and police and to stir up trouble in Poonch.,"03/14/2003: One Lashkar-e Taiba militant took nine people hostage in the Anand Hotel in Poonch, India, eventually killing five people and wounding 8 more, before police killed him. The militant fired guns and grenades from the third floor of the hotel into the marketplace below, where a Muslim festival procession was taking place, exchanging crossfire with police for more than four hours. Two policeman were killed, 8 people were injured, and extensive damage was caused to the hotel as a result of the crossfire. After four hours, police stormed the hotel and found 3 hostages dead and one militant. The Daily Excelsior said that the militant targeted the Muharram procession in an attempt to kill the civilians and police and to stir up trouble in Poonch.",,,,
2003,Budgam District,India,34.021244,74.722282,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Activist Abdul Gani Bhat,Firearms,Unknown Gun Type,Other,Unknown,"03/14/2003: Suspected rebels shot and killed Abdul Gani Bhat, an activist of the opposition National Conference party.",,,,
2003,Baramulla District,India,34.205141,74.349494,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,People's Democratic Party activist,Firearms,Unknown Gun Type,Other,Unknown,03/14/2003: Suspected militants shot and wounded an activist of Kashmir's ruling People's Democratic Party.,,,,
2003,Rajouri,India,33.371715,74.315313,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Nerojal village, India",Incendiary,Arson/Fire,Other,Unknown,"03/15/2003: Suspected Muslim militants set fire to the entire Kashmir village of Nerojal in India, destroying 16 houses belonging to Hindus, but injuring no one.",,,,
2003,Udhampur,India,32.925224,75.135264,Armed Assault,Police,Police Security Forces/Officers,"Indian Police in the Gool area of Udahampur District, Kashmir, India",Firearms,Unknown Gun Type,Hizbul Mujahideen (HM),"A Hizb-ul-Mujahidin (HM) spokesman said that the attack was in retaliation of the killing of the group's district commander, Amanullah, and three other fighters by the Indian army.","03/15/2003: About 10-15 Muslim militants attacked a police post in the Gool area of the Udhampur District in Kashmir, India, killing 11 people and wounding 9 others. The militants then escaped and took four other police officers hostage; two escaped from the militants, while the other two were killed. In total, eleven policemen and two civilians were killed in the attack; it was unclear when the two hostages were executed. Local Kashmiri fighters from three separate Muslim groups, Hizb-ul-Mujahidin (HM), Harakat ul-Mujahidin (HuM) and Harkatul Jihad-e-Islami, were responsible for the attack. A Hizb-ul-Mujahidin (HM) spokesman claimed responsibility for the three groups and said that the attack was in retaliation of the killing of Hizb-ul-Mujahidin (HM)'s district commander and three other fighters by the Indian army.",,,,
2003,Bamungopha,India,26.372705,90.984023,Armed Assault,Police,Police Patrol (including vehicles and convoys),"Central Reserve Police Force convoy in Assam, India",Explosives/Bombs/Dynamite,Land Mine,United Liberation Front of Assam (ULFA),"Police speculated that the United Liberation Front of Assam was celebrating its ""Soldier's Day,"" the founding day of its military wing, and wanted to demonstrate its firepower.","03/16/2003: Suspected United Liberation Front of Assam rebels triggered a land mine on Highway No. 7, near the village of Bamungopha, India, hitting a bus and killing seven and injuring 55 others. Police suspect that a Central Reserve Police Force (CRPF) convoy was the target, but a private bus coming from the opposite direction passed the convoy and took the impact of the explosion instead. Police speculated that the United Liberation Front of Assam was celebrating its ""Soldier's Day,"" the founding day of its military wing, and wanted to demonstrate its firepower.",,,,
2003,Puhroo,India,33.778175,76.576171,Armed Assault,Police,Police Security Forces/Officers,"Indian Police in Puhroo, India",Firearms,Unknown Gun Type,Tehrik al-Mojahedin,Unknown,"03/17/2003: Suspected Tehreek-ul-Mujahedeen rebels shot and killed a police officer and a security force informer after attacking a patrol station in the Kashmir village of Puhroo, India.",,,,
2003,Bijbehara,India,33.792909,75.103907,Armed Assault,Unknown,0,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"03/17/2003: A policeman and a taxi driver were injured in a bomb explosion in the Kashmiri town of Bijbehara, India. The perpetrators were unknown.",,,,
2003,Narimarg,India,33.746944,75.012222,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Nadi Marg, India",Firearms,Automatic Weapon,Lashkar-e-Taiba (LeT),Unknown,"03/23/2003: About 12-15 gunmen dressed in army uniforms killed 24 Hindus, including two children and eleven women, in the Kashmir village of Nadi Marg, after overpowering village guards and using their automatic weapons to get people out of their homes. No one claimed responsibility, but India blamed Pakistan-based Islamic militant groups Lashkar-e Taiba and Jaish-e-Mohammad for the attack, while Pakistan blamed India for training local militants.",,,,
2003,Srinagar,India,34.083658,74.797368,Armed Assault,Police,Police Security Forces/Officers,"Police Officer in Srinagar, India",Firearms,Unknown Gun Type,Jaish-e-Mohammad (JeM),Unknown,"03/23/2003: Jaish-e-Mohammad militants shot and killed a cop helping children cross the street near Briscoe School in Srinagar, India.",,,,
2003,Srinagar,India,34.069935,74.793683,Armed Assault,Police,Police Security Forces/Officers,"CRPF personnel in Batamaloo, India",Firearms,Unknown Gun Type,Jaish-e-Mohammad (JeM),Unknown,"03/23/2003: Jaish-e-Mohammad militants shot and critically wounded a Central Reserve Police Force (CRPF) personnel in the Kashmir town of Batamaloo, India.",,,,
2003,Maphou,India,24.817943,94.137014,Armed Assault,NGO,International NGO,Heinrich Wolfgang,Firearms,Unknown Gun Type,Kuki Liberation Army (KLA),A KLA spokesman said that the group abducted Wolfgang because there was discrimination against the Kukis in the implementation of the German NGO-funded development program that would provide relief and rehabilitation work for refugees displaced by the ethnic conflict between the Nagas and the Kukis.,"03/23/2003: Kuki Liberation Army (KLA) separatists kidnapped German humanitarian worker Heinrich Wolfgang in the Indian village of Maphou, releasing him more than two weeks later on April 9, 2003. Wolfgang worked for the Lutheran Development Service, a German NGO, that was providing relief and rehabilitation work in the area for refugees displaced by the ethnic conflict between the Kukis and Nagas. A KLA spokesman said that the group abducted Wolfgang because there was discrimination against the Kukis in the implementation of the NGO-funded development program. The group demanded a ransom of $212,800; it was not clear if the amount was paid.",,,,
2003,Ahmedabad,India,23.022505,72.571362,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,senior leader Haren Pandya,Firearms,Unknown Gun Type,Unknown,Unknown,"03/26/2003: Two unknown assassins shot and killed Haren Pandya, a senior leader of paramilitary Hindu nationalist group BJP, in Ahmedabad, India, when he was returning to his car from a morning walk.",,,,
2003,Malikpora,India,34.153695,74.667536,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Malikpora, India.",Firearms,Unknown Gun Type,Other,Unknown,"03/26/2003: Islamic militants shot dead a couple, which were related to a pro-government militant, in the Kashmir village of Malikpora, India.",,,,
2003,Jammu,India,32.726602,74.857026,Armed Assault,Utilities,Oil,An oil tanker parked outside of an oil depot in Jammu,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"3/26/2003: A bomb exploded in an oil tanker in Jammu, Jammu and Kashmir, India.  The oil tanker was parked outside of an oil depot at the time of the explosion.  One person was killed and five were injured.  No group claimed responsibility for the incident and the specific motive is unknown.",,,,
2003,Poonch,India,33.767001,74.092404,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Poonch, India",Firearms,Unknown Gun Type,Other,Unknown,"03/28/2003: Militants shot to death a man and his son in the Kashmir town of Poonch, India.",,,,
2003,Banihal,India,33.437013,75.193934,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Banihati, India",Melee,Knife or Other Sharp Object,Other,The militants accused the civilians as being informers for the Indian army.,"03/28/2003: About seven Islamic militants sliced off the noses of five civilians, including a woman, in the Kashmir village of Banihati, India. The militants accused the victims of being informers for the Indian army.",,,,
2003,Wagad,India,33.997604,75.080826,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,"Kashmir army camp in Wagad, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Other,Unknown,"3/28/2003: Muslim militants fired rockets at an army camp in the Kashmir village of Wagad, India, killing one soldier and injuring five others.",,,,
2003,Gomanda,India,18.303802,83.328549,Armed Assault,Transportation,Train/Train Tracks/Trolley,"Gomanda railway station in Vizianagram district, India",Explosives/Bombs/Dynamite,Land Mine,People's War Group (PWG),The rebels said that the attack was to protest the arrest of People's War Group activists in the area.,"03/29/2003: Six People's War Group rebels exploded mines after asking the staff to leave at the Gomanda railway station in the Vizianagram district of India, causing damage, but no injuries. The rebels said the attack was to protest the arrest of People's War Group activists in the area.",,,,
2003,Kamareddy,India,18.323704,78.334302,Armed Assault,Government (General),Government Building/Facility/Office,"Revenue Divisional Office in Kamareddy, India",Explosives/Bombs/Dynamite,Land Mine,People's War Group (PWG),Unknown,"03/30/2003: People's War Group rebels planted and detonated a land mine at the Revenue Divisional Office in Kamareddy, India, damaging the front part of the building, but causing no injuries.",,,,
2003,Khudwani,India,33.707373,75.105388,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"Abdul Razzaq, People's Democratic Party official, at his home in Khudwani Puhroo",Firearms,Unknown Gun Type,Unknown,Unknown,"04/08/2003: Suspected Muslim rebels shot dead Abdul Razzaq, a local official for the Peopleﾒs Democratic Party, at his home in Khudwani Puhroo of the Anantnag district, India.",,,,
2003,Kanthapur,India,34.535556,74.341389,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)","Indian Home Guard member, Mohammad Afzal Bhat, while at his home in Kanthpora Sogam, India",Melee,Knife or Other Sharp Object,Unknown,Unknown,"04/09/2003: An Indian Home Guard member, Mohammad Afzal Bhat, was kidnapped by suspected unknown militants from his home in the middle of the night and then killed. The next day, the body of Bhat was found with his throat slit near a mosque in Kanthpora Sogam, Kupwara district, India.",,,,
2003,Kulgam,India,33.644991,75.018031,Armed Assault,Transportation,Bus Station/Stop,"Indiscriminate civilians waiting at a bus stop in Kulgam, Kashmir",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/12/2003: Unidentified militants lobbed a grenade at a bus stand in Kulgam, India, injuring five people.",,,,
2003,Qazigund,India,33.592697,75.165839,Armed Assault,Transportation,Bus Station/Stop,"Indiscriminate civilians waiting at a bus stop in Qazigund, Kashmir",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/12/2003: Unidentified militants threw a grenade at a crowded bus stop in Qazigund, India. The attack injured 24 people and killed one, Dr. Abdus Salam Qazi.",,,,
2003,Srinagar,India,34.069832,74.809039,Armed Assault,Business,Bank/Commerce,"Indiscriminate civilians at Punjab National Bank in Lalchowk, Kashmir",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/12/2003: Unidentified militants threw a grenade into the Punjab National Bank in Lalchowk, India, injuring 17 people.",,,,
2003,Karpi,India,25.162086,84.73025,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Indiscriminate civilians in the Karpi area in Jehanabad district, India",Firearms,Unknown Gun Type,People's War Group (PWG),Unknown,"04/13/2003: Suspected Peopleﾒs War Group rebels shot dead four people in Karpi, Jehanabad district, India.",,,,
